00,00,00,11,03,05,05,05,07,05,18,12,00,00,15,16,20,07,21,20,21,03,03,03,03,06,19,13,00,00,00,00,00,00,00,00,00,27,02,02,02,02,02,02,02,26,00,00
00,00,00,11,05,03,06,05,05,07,05,09,00,15,16,21,20,07,20,03,05,05,05,03,06,19,13,00,00,00,00,00,00,00,00,00,00,27,02,02,36,02,02,02,02,26,00,00
00,00,00,14,17,03,05,05,06,07,03,09,00,11,03,05,03,07,07,07,01,05,05,06,03,09,00,00,00,00,00,00,00,00,00,00,00,27,02,02,02,02,36,02,36,26,00,00
00,00,00,00,14,17,03,01,05,07,01,09,00,11,06,05,05,05,01,07,07,03,05,06,06,09,00,00,00,00,00,00,00,00,00,00,00,31,33,02,02,02,02,02,02,26,00,00
00,00,00,00,00,14,17,01,01,07,01,18,00,11,03,03,03,05,05,01,07,05,06,03,03,09,00,00,00,00,00,00,00,00,00,00,00,00,27,36,02,02,02,36,35,30,00,00
00,00,00,00,00,00,14,10,17,07,01,05,01,16,01,05,03,03,06,05,07,03,03,03,03,09,00,00,00,00,00,00,00,00,00,00,00,00,27,36,36,02,02,35,30,00,00,00
00,00,00,00,00,00,00,00,11,07,06,01,01,01,01,05,03,03,05,06,07,03,05,05,06,09,00,00,00,00,00,00,00,00,00,00,00,00,31,25,25,25,25,30,00,00,00,00
00,15,08,12,00,00,00,00,11,07,01,01,05,01,03,01,06,05,03,05,07,07,07,05,05,18,12,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,11,01,09,15,12,00,00,11,07,05,01,01,20,21,05,01,05,05,03,05,03,07,05,06,05,18,12,00,00,15,08,12,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,14,10,13,14,13,00,00,11,07,05,05,01,01,05,05,06,01,05,05,06,01,07,03,05,06,05,18,12,00,11,23,18,12,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,15,08,16,07,07,05,01,01,01,01,06,01,05,05,06,01,07,07,07,07,07,07,09,15,16,22,23,18,12,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,15,16,03,03,05,07,03,05,01,01,01,05,05,05,05,05,01,01,03,01,03,03,07,09,00,11,23,04,22,18,12,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,15,16,03,03,05,06,07,07,07,05,05,01,01,01,01,01,05,06,05,01,03,03,03,19,13,00,11,22,22,23,23,09,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,15,16,21,03,06,05,06,05,03,07,03,03,05,19,01,17,01,05,06,05,03,01,03,19,13,00,00,11,22,04,23,22,09,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,11,20,03,05,06,05,05,06,07,05,07,03,03,09,00,11,01,01,01,05,03,03,19,13,00,00,15,16,22,04,22,19,13,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,11,03,05,05,05,05,05,05,03,07,19,10,10,13,00,11,01,19,10,10,10,10,13,00,00,15,16,22,04,23,22,09,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,11,06,06,05,06,05,06,05,03,03,18,08,08,12,00,14,10,13,00,00,00,00,00,00,15,16,22,04,23,04,22,18,12,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,11,03,03,05,06,06,05,03,03,03,03,03,03,09,00,00,00,00,00,00,00,00,00,15,16,22,04,04,04,04,23,22,18,08,12,00,00,00,00,00,00,00,00,00,00
00,00,00,11,03,03,03,05,06,05,03,03,03,03,03,03,18,08,08,12,15,08,08,12,00,00,11,22,04,04,23,04,04,04,23,22,22,09,00,00,00,00,00,00,00,00,00,00
00,00,00,14,17,03,03,05,03,05,03,03,03,03,03,03,03,03,03,09,11,05,05,09,00,00,11,22,23,04,23,04,04,04,04,23,22,09,00,00,00,00,00,00,00,00,00,00
00,00,00,00,14,17,03,03,05,05,03,03,03,03,03,03,03,03,19,13,16,06,05,09,00,00,14,17,22,22,04,04,04,04,04,23,22,09,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,14,17,03,03,03,03,03,03,03,03,03,03,03,19,15,16,06,05,09,00,00,00,14,10,17,22,04,04,04,04,04,22,09,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,11,03,03,03,03,03,03,03,03,03,03,03,18,16,03,05,06,18,12,00,00,00,00,11,22,23,04,23,04,23,22,09,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,11,03,03,03,03,03,03,03,03,03,03,03,03,03,05,05,05,03,18,12,00,00,00,11,22,04,04,04,23,04,22,09,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,11,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,05,03,03,18,12,00,00,11,22,04,04,04,04,23,22,18,12,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,14,17,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,09,00,00,14,17,22,04,04,04,04,22,22,18,12,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,11,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,09,00,00,00,14,17,22,23,04,04,23,23,22,18,12,00,00,00,00,00,00,00
00,00,00,00,00,00,00,14,17,06,07,05,06,05,05,03,03,03,03,03,03,03,03,03,03,03,09,00,00,00,00,11,22,04,04,04,04,23,23,22,18,12,00,00,00,00,00,00
00,00,00,00,00,00,00,15,16,05,07,05,05,05,06,03,05,05,03,03,03,03,03,03,03,03,09,00,00,00,00,11,22,04,04,04,04,04,04,23,22,18,12,00,00,00,00,00
00,00,00,00,00,00,15,16,05,05,07,03,21,03,05,03,05,03,03,03,03,03,03,03,03,19,13,00,00,00,15,16,22,04,04,04,04,04,23,23,23,22,09,00,00,00,00,00
00,00,00,00,00,15,16,03,03,06,07,07,07,21,20,05,06,03,03,06,05,03,03,03,19,13,00,00,00,15,16,22,04,04,04,23,04,04,04,04,23,22,09,00,00,00,00,00
00,00,00,00,00,14,17,03,05,05,06,05,07,20,21,03,03,03,05,05,06,19,10,10,13,00,00,00,15,16,22,04,04,04,23,23,04,04,04,04,23,22,09,00,00,00,00,00
00,00,00,00,00,00,11,03,03,03,05,03,07,07,07,21,20,20,20,19,10,13,00,00,00,00,00,15,16,22,04,04,04,04,04,04,04,04,04,04,23,22,09,00,00,00,00,00
00,00,00,00,00,00,14,17,03,05,05,06,20,20,07,20,21,19,10,13,00,00,00,00,00,00,00,14,17,22,04,04,04,04,04,04,04,04,23,23,22,19,13,00,00,00,00,00
00,00,00,00,00,00,00,14,17,05,06,05,03,21,07,07,19,13,00,00,00,00,15,12,08,08,08,15,07,22,23,23,23,04,04,04,04,23,23,22,19,13,00,00,00,00,00,00
00,00,00,00,00,00,00,00,14,17,03,05,06,20,21,07,09,08,08,08,08,08,14,13,00,00,15,16,22,04,04,04,04,04,04,04,04,22,22,19,13,00,00,00,00,00,00,00
00,00,15,08,12,00,00,00,00,14,17,05,03,21,20,19,13,00,00,14,13,00,00,00,00,15,16,22,04,04,23,04,04,04,04,04,23,22,19,13,00,00,00,00,00,00,00,00
00,00,11,01,09,15,12,00,00,00,11,05,06,03,19,13,00,00,00,00,00,15,08,08,08,16,22,04,04,04,04,04,04,23,04,04,04,22,09,00,00,00,00,00,00,00,00,00
00,00,14,10,13,14,13,00,00,00,11,03,05,03,09,00,00,00,00,15,08,16,22,22,22,22,04,04,23,04,04,04,04,04,04,04,23,22,09,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,11,03,03,19,13,00,00,15,08,16,22,22,04,04,23,04,04,23,04,04,04,04,23,04,04,04,23,22,09,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,14,17,19,13,00,00,15,16,06,06,22,22,04,04,04,04,04,04,23,04,04,23,00,23,04,04,04,22,09,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,11,12,12,00,00,11,03,19,17,22,22,22,04,04,04,04,04,04,04,04,04,23,04,04,23,23,22,09,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,14,17,09,00,00,11,06,18,14,17,22,22,04,04,23,04,04,04,23,04,04,04,23,04,23,22,22,09,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,14,13,00,00,11,19,13,00,14,17,22,22,22,22,04,04,04,04,04,04,23,04,04,23,22,19,13,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,11,18,12,00,00,11,19,10,10,17,22,04,23,04,23,04,04,23,23,22,19,13,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,14,17,09,00,00,14,13,00,00,14,17,22,22,23,23,23,23,23,22,19,13,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,14,13,00,00,00,00,00,00,00,14,17,22,23,22,22,22,22,19,13,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,14,17,22,22,19,10,10,13,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,14,10,10,13,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00
